Order ID,Order Date,Category,Sub-Category,Region,Ship Mode,Sales,Quantity,Discount,Profit,Customer ID
ORD-02295,2024-09-13,Technology,Accessories,Central,Standard Class,924.74,6,0.22,-170.14,CUST-1599
ORD-00592,2024-09-14,Furniture,Chairs,East,First Class,152.56,8,0.2,58.58,CUST-1139
ORD-02018,2024-09-14,Furniture,Tables,East,First Class,308.75,10,0.13,-15.17,CUST-1951
ORD-00060,2024-09-15,Office Supplies,Binders,West,Same Day,702.47,6,0.05,123.99,CUST-1765
ORD-01253,2024-09-15,Technology,Accessories,South,Same Day,893.79,6,0.29,159.41,CUST-1249
ORD-00782,2024-09-15,Technology,Copiers,West,First Class,516.55,5,0.16,132.62,CUST-1163
ORD-01643,2024-09-16,Furniture,Tables,East,Same Day,400.66,10,0.21,111.85,CUST-1054
ORD-02289,2024-09-16,Office Supplies,Art,West,Second Class,971.04,9,0.16,217.42,CUST-1260
ORD-02536,2024-09-17,Technology,Copiers,West,Second Class,296.74,7,0.15,43.87,CUST-1304
ORD-01317,2024-09-17,Technology,Copiers,East,Standard Class,871.85,4,0.2,-96.7,CUST-1167
ORD-00960,2024-09-17,Office Supplies,Storage,South,Second Class,118.64,2,0.24,-17.95,CUST-1352
ORD-00824,2024-09-18,Furniture,Furnishings,East,Standard Class,614.63,7,0.02,145.8,CUST-1572
ORD-00589,2024-09-18,Office Supplies,Binders,Central,First Class,10.83,9,0.25,-0.1,CUST-1881
ORD-02508,2024-09-19,Office Supplies,Paper,East,Standard Class,737.71,7,0.27,111.46,CUST-1364
ORD-00017,2024-09-19,Technology,Machines,West,Standard Class,532.4,10,0.13,-60.47,CUST-1552
ORD-02359,2024-09-20,Furniture,Furnishings,South,Same Day,81.94,8,0.28,9.17,CUST-1417
ORD-02519,2024-09-20,Office Supplies,Storage,East,Same Day,645.89,1,0.04,26.2,CUST-1592
ORD-01432,2024-09-20,Furniture,Tables,East,Second Class,379.65,3,0.17,-34.8,CUST-1089
ORD-03252,2024-09-20,Furniture,Chairs,West,First Class,775.54,10,0.03,193.07,CUST-1208
ORD-01680,2024-09-20,Office Supplies,Binders,East,Second Class,876.08,1,0.16,-101.15,CUST-1399
ORD-03113,2024-09-20,Furniture,Furnishings,West,Second Class,693.18,1,0.06,-189.88,CUST-1462
ORD-02412,2024-09-21,Furniture,Bookcases,Central,First Class,217.1,10,0.1,10.53,CUST-1271
ORD-01186,2024-09-21,Technology,Phones,East,Same Day,99.35,6,0.27,22.73,CUST-1566
ORD-01020,2024-09-21,Office Supplies,Art,Central,Standard Class,92.66,7,0.15,-7.07,CUST-1896
ORD-01916,2024-09-21,Office Supplies,Binders,Central,Standard Class,647.47,4,0.2,188.23,CUST-1049
ORD-00768,2024-09-21,Furniture,Tables,West,Same Day,109.89,7,0.28,7.51,CUST-1240
ORD-00378,2024-09-21,Furniture,Furnishings,Central,Second Class,74.63,1,0.09,-4.57,CUST-1745
ORD-00727,2024-09-23,Technology,Machines,Central,Same Day,483.58,3,0.08,111.21,CUST-1846
ORD-00681,2024-09-23,Furniture,Furnishings,East,First Class,28.62,8,0.23,-5.86,CUST-1110
ORD-00331,2024-09-24,Office Supplies,Paper,Central,First Class,31.69,10,0.21,-4.67,CUST-1113
ORD-00392,2024-09-24,Office Supplies,Storage,East,Same Day,446.28,2,0.08,-19.96,CUST-1721
ORD-02177,2024-09-24,Furniture,Furnishings,Central,First Class,59.85,10,0.22,14.53,CUST-1955
ORD-00750,2024-09-25,Office Supplies,Binders,Central,Second Class,494.73,7,0.14,64.01,CUST-1433
ORD-02737,2024-09-25,Technology,Machines,West,Same Day,559.4,1,0.27,120.8,CUST-1317
ORD-01941,2024-09-26,Technology,Phones,East,Same Day,974.2,6,0.17,217.05,CUST-1717
ORD-02035,2024-09-26,Furniture,Tables,Central,Same Day,77.42,10,0.24,19.87,CUST-1939
ORD-03082,2024-09-27,Office Supplies,Binders,South,Same Day,954.23,10,0.29,-6.98,CUST-1129
ORD-01890,2024-09-27,Furniture,Bookcases,Central,Standard Class,491.25,1,0.1,143.07,CUST-1129
ORD-00987,2024-09-27,Furniture,Chairs,Central,Second Class,939.21,10,0.0,444.33,CUST-1980
ORD-00737,2024-09-27,Technology,Phones,West,Standard Class,178.17,8,0.28,51.61,CUST-1135
ORD-00250,2024-09-28,Furniture,Tables,South,Same Day,561.42,9,0.12,-137.84,CUST-1362
ORD-01707,2024-09-28,Office Supplies,Art,West,Second Class,351.29,7,0.03,46.26,CUST-1081
ORD-00282,2024-09-28,Furniture,Tables,Central,Second Class,763.86,7,0.15,105.14,CUST-1275
ORD-01581,2024-09-29,Office Supplies,Storage,Central,Second Class,17.36,3,0.29,0.4,CUST-1498
ORD-00879,2024-09-29,Office Supplies,Paper,Central,Same Day,76.84,1,0.18,10.59,CUST-1391
ORD-00292,2024-09-29,Technology,Accessories,East,First Class,614.22,3,0.13,148.53,CUST-1643
ORD-02061,2024-09-30,Technology,Phones,East,Same Day,185.88,9,0.27,13.33,CUST-1653
ORD-01241,2024-09-30,Office Supplies,Art,Central,Same Day,600.97,9,0.02,53.39,CUST-1758
ORD-01374,2024-09-30,Office Supplies,Paper,South,Standard Class,543.01,5,0.1,76.18,CUST-1896
ORD-01675,2024-10-01,Furniture,Chairs,Central,First Class,810.43,9,0.19,105.05,CUST-1111
ORD-02140,2024-10-01,Technology,Accessories,South,Same Day,189.89,1,0.26,19.08,CUST-1431
ORD-02855,2024-10-01,Technology,Phones,South,Second Class,423.23,9,0.28,-54.38,CUST-1085
ORD-00937,2024-10-01,Technology,Accessories,Central,Standard Class,137.21,10,0.13,16.7,CUST-1266
ORD-00543,2024-10-01,Technology,Machines,Central,Second Class,853.61,8,0.14,-124.04,CUST-1231
ORD-00699,2024-10-02,Office Supplies,Storage,South,First Class,573.17,8,0.2,113.85,CUST-1585
ORD-00403,2024-10-02,Office Supplies,Binders,East,Same Day,840.43,8,0.28,196.58,CUST-1932
ORD-03114,2024-10-02,Furniture,Tables,Central,First Class,162.01,9,0.07,39.82,CUST-1194
ORD-01670,2024-10-02,Office Supplies,Art,West,First Class,883.56,1,0.22,320.45,CUST-1940
ORD-00517,2024-10-03,Office Supplies,Binders,Central,Second Class,222.67,6,0.01,78.82,CUST-1706
ORD-02764,2024-10-03,Furniture,Furnishings,East,First Class,286.37,7,0.24,106.7,CUST-1364
ORD-02688,2024-10-04,Office Supplies,Art,South,Same Day,470.2,7,0.1,77.28,CUST-1507
ORD-01205,2024-10-04,Furniture,Furnishings,East,Standard Class,422.14,3,0.14,179.58,CUST-1005
ORD-02368,2024-10-04,Office Supplies,Binders,Central,Second Class,65.06,3,0.07,22.1,CUST-1031
ORD-00726,2024-10-05,Furniture,Furnishings,West,Standard Class,320.58,2,0.03,-31.19,CUST-1730
ORD-01929,2024-10-05,Technology,Phones,Central,Standard Class,958.11,8,0.1,345.92,CUST-1576
ORD-01841,2024-10-05,Office Supplies,Art,West,First Class,300.38,7,0.3,51.71,CUST-1280
ORD-00639,2024-10-06,Furniture,Furnishings,South,Same Day,179.49,6,0.07,-10.66,CUST-1160
ORD-02083,2024-10-06,Technology,Phones,South,Standard Class,631.13,3,0.23,14.39,CUST-1604
ORD-02492,2024-10-06,Technology,Phones,Central,Standard Class,922.55,5,0.19,371.2,CUST-1232
ORD-00891,2024-10-06,Technology,Machines,West,Second Class,916.97,1,0.0,92.21,CUST-1742
ORD-01510,2024-10-07,Office Supplies,Paper,South,Second Class,196.78,8,0.14,-21.78,CUST-1176
ORD-02315,2024-10-07,Office Supplies,Binders,Central,Same Day,181.23,9,0.13,41.76,CUST-1064
ORD-02234,2024-10-07,Office Supplies,Art,East,Second Class,33.35,5,0.27,7.08,CUST-1615
ORD-00669,2024-10-07,Furniture,Tables,South,Standard Class,558.33,1,0.25,-24.46,CUST-1599
ORD-00104,2024-10-07,Technology,Phones,East,Standard Class,790.72,1,0.17,187.63,CUST-1092
ORD-00202,2024-10-08,Furniture,Tables,West,First Class,673.14,9,0.07,-71.2,CUST-1102
ORD-00325,2024-10-08,Office Supplies,Paper,West,First Class,989.51,6,0.14,276.69,CUST-1352
ORD-01467,2024-10-08,Technology,Copiers,Central,Same Day,758.4,7,0.01,234.58,CUST-1504
ORD-00171,2024-10-08,Technology,Copiers,South,Standard Class,653.07,4,0.29,-129.49,CUST-1190
ORD-00148,2024-10-08,Furniture,Chairs,Central,First Class,512.61,9,0.25,156.45,CUST-1038
ORD-02522,2024-10-09,Furniture,Bookcases,East,First Class,296.38,3,0.01,7.95,CUST-1037
ORD-01132,2024-10-09,Furniture,Furnishings,East,Standard Class,358.27,6,0.13,-79.07,CUST-1237
ORD-01160,2024-10-09,Technology,Copiers,Central,Standard Class,320.71,2,0.12,29.36,CUST-1151
ORD-01123,2024-10-09,Furniture,Furnishings,South,Same Day,875.24,10,0.02,279.54,CUST-1305
ORD-01887,2024-10-09,Office Supplies,Art,South,Second Class,786.22,2,0.16,223.08,CUST-1660
ORD-00539,2024-10-10,Technology,Accessories,West,Standard Class,691.65,9,0.27,22.24,CUST-1930
ORD-03149,2024-10-10,Technology,Machines,Central,Second Class,167.04,4,0.09,35.99,CUST-1338
ORD-02691,2024-10-11,Technology,Copiers,South,Standard Class,803.42,9,0.16,-159.12,CUST-1116
ORD-01000,2024-10-12,Office Supplies,Storage,West,Same Day,250.07,4,0.02,-46.5,CUST-1985
ORD-02196,2024-10-12,Technology,Copiers,East,First Class,689.75,2,0.19,183.83,CUST-1997
ORD-02597,2024-10-12,Technology,Machines,West,First Class,286.74,3,0.18,3.26,CUST-1926
ORD-03086,2024-10-13,Technology,Accessories,Central,Same Day,833.89,10,0.02,199.66,CUST-1972
ORD-01704,2024-10-13,Technology,Machines,South,Second Class,600.35,6,0.01,201.44,CUST-1763
ORD-02136,2024-10-13,Office Supplies,Binders,West,Standard Class,514.56,10,0.12,-46.97,CUST-1361
ORD-01114,2024-10-13,Office Supplies,Art,South,First Class,917.0,8,0.11,63.17,CUST-1674
ORD-00870,2024-10-14,Office Supplies,Art,West,Second Class,840.11,10,0.03,-52.71,CUST-1547
ORD-01325,2024-10-14,Technology,Machines,East,First Class,600.24,4,0.26,101.61,CUST-1380
ORD-01732,2024-10-14,Office Supplies,Art,West,Second Class,637.61,3,0.21,146.83,CUST-1867
ORD-02656,2024-10-14,Office Supplies,Paper,South,Same Day,206.44,10,0.02,10.94,CUST-1084
ORD-02459,2024-10-14,Technology,Machines,East,Second Class,720.05,5,0.08,146.1,CUST-1828
ORD-00023,2024-10-14,Office Supplies,Paper,Central,Same Day,257.31,2,0.13,87.1,CUST-1563
ORD-02064,2024-10-15,Technology,Machines,West,Second Class,84.35,3,0.01,21.06,CUST-1046
ORD-00107,2024-10-15,Furniture,Furnishings,Central,First Class,792.78,1,0.08,-146.69,CUST-1377
ORD-03116,2024-10-16,Technology,Phones,East,Same Day,712.37,4,0.04,254.53,CUST-1803
ORD-02671,2024-10-16,Furniture,Furnishings,East,First Class,311.15,7,0.24,-10.47,CUST-1603
ORD-03245,2024-10-16,Office Supplies,Binders,West,Standard Class,686.37,4,0.05,293.26,CUST-1804
ORD-02812,2024-10-16,Office Supplies,Storage,Central,First Class,967.17,10,0.19,-234.06,CUST-1301
ORD-01084,2024-10-17,Furniture,Furnishings,South,Standard Class,30.62,5,0.26,-3.7,CUST-1778
ORD-01139,2024-10-17,Furniture,Tables,South,Same Day,953.51,1,0.15,-221.26,CUST-1284
ORD-03161,2024-10-18,Office Supplies,Binders,West,Second Class,158.17,10,0.13,63.18,CUST-1692
ORD-01558,2024-10-18,Furniture,Chairs,South,Standard Class,400.46,1,0.01,-115.09,CUST-1136
ORD-02724,2024-10-19,Furniture,Furnishings,South,Second Class,679.93,2,0.28,226.08,CUST-1220
ORD-02437,2024-10-19,Office Supplies,Storage,Central,Second Class,136.28,4,0.29,-9.11,CUST-1390
ORD-01455,2024-10-20,Office Supplies,Binders,South,Second Class,231.1,1,0.1,74.85,CUST-1494
ORD-01755,2024-10-20,Technology,Phones,Central,First Class,68.39,1,0.27,5.77,CUST-1425
ORD-03242,2024-10-20,Furniture,Furnishings,West,First Class,400.41,6,0.03,-95.67,CUST-1644
ORD-01001,2024-10-20,Office Supplies,Binders,South,Standard Class,63.54,2,0.2,-12.25,CUST-1857
ORD-00127,2024-10-20,Technology,Machines,East,Second Class,743.56,1,0.03,89.71,CUST-1385
ORD-02479,2024-10-21,Office Supplies,Paper,West,Standard Class,906.24,9,0.2,275.23,CUST-1677
ORD-02630,2024-10-21,Furniture,Tables,South,Second Class,696.48,10,0.21,-46.34,CUST-1065
ORD-02157,2024-10-22,Office Supplies,Storage,East,Same Day,159.51,7,0.29,44.44,CUST-1588
ORD-00789,2024-10-22,Technology,Accessories,South,Same Day,138.09,9,0.26,-21.0,CUST-1217
ORD-01030,2024-10-23,Office Supplies,Art,East,Second Class,897.54,3,0.15,-35.76,CUST-1811
ORD-01888,2024-10-23,Office Supplies,Binders,South,Second Class,441.39,3,0.05,76.54,CUST-1488
ORD-00720,2024-10-23,Office Supplies,Storage,Central,Standard Class,30.86,10,0.01,8.91,CUST-1818
ORD-03169,2024-10-24,Furniture,Furnishings,West,Second Class,167.19,9,0.25,37.35,CUST-1026
ORD-02232,2024-10-24,Office Supplies,Binders,East,Same Day,928.47,4,0.06,-229.42,CUST-1963
ORD-00540,2024-10-24,Technology,Accessories,Central,First Class,561.77,2,0.06,196.24,CUST-1149
ORD-02726,2024-10-24,Office Supplies,Paper,South,Standard Class,372.61,3,0.17,101.55,CUST-1243
ORD-00830,2024-10-25,Furniture,Furnishings,Central,Standard Class,298.15,1,0.16,56.64,CUST-1148
ORD-01552,2024-10-25,Technology,Phones,Central,Standard Class,62.59,8,0.27,18.72,CUST-1893
ORD-01618,2024-10-25,Furniture,Furnishings,Central,Second Class,871.25,4,0.15,340.15,CUST-1447
ORD-00496,2024-10-26,Furniture,Bookcases,South,First Class,547.76,3,0.06,192.17,CUST-1836
ORD-01523,2024-10-26,Office Supplies,Binders,Central,First Class,966.85,9,0.3,-201.27,CUST-1193
ORD-01456,2024-10-26,Office Supplies,Art,South,Standard Class,608.72,9,0.06,199.46,CUST-1192
ORD-02740,2024-10-26,Furniture,Furnishings,East,First Class,84.76,4,0.25,14.75,CUST-1457
ORD-02657,2024-10-26,Furniture,Chairs,West,Standard Class,149.4,5,0.2,10.89,CUST-1909
ORD-01211,2024-10-27,Furniture,Tables,South,First Class,330.1,1,0.04,109.58,CUST-1435
ORD-01282,2024-10-27,Technology,Copiers,South,Standard Class,640.39,1,0.26,78.94,CUST-1151
ORD-00995,2024-10-27,Office Supplies,Paper,South,Same Day,724.13,8,0.24,-115.28,CUST-1437
ORD-03166,2024-10-27,Furniture,Chairs,Central,Second Class,34.64,2,0.05,14.34,CUST-1043
ORD-00919,2024-10-28,Technology,Copiers,West,First Class,602.89,5,0.15,128.57,CUST-1280
ORD-01550,2024-10-28,Office Supplies,Paper,Central,Same Day,252.05,1,0.27,77.82,CUST-1258
ORD-02491,2024-10-28,Technology,Machines,West,First Class,513.95,9,0.23,-52.75,CUST-1038
ORD-01577,2024-10-29,Furniture,Furnishings,West,Second Class,725.54,5,0.23,139.77,CUST-1593
ORD-01222,2024-10-29,Technology,Copiers,East,Second Class,448.96,5,0.18,92.4,CUST-1419
ORD-01459,2024-10-29,Office Supplies,Storage,West,Same Day,760.88,2,0.28,35.47,CUST-1202
ORD-01373,2024-10-29,Furniture,Bookcases,East,Standard Class,574.06,1,0.21,42.02,CUST-1721
ORD-03155,2024-10-29,Office Supplies,Binders,South,Standard Class,39.37,7,0.03,-6.76,CUST-1890
ORD-01564,2024-10-30,Technology,Accessories,West,Second Class,469.7,3,0.28,87.22,CUST-1517
ORD-00036,2024-10-30,Office Supplies,Paper,East,Standard Class,371.01,1,0.27,-35.73,CUST-1255
ORD-02181,2024-10-30,Furniture,Bookcases,Central,First Class,879.86,4,0.0,-249.44,CUST-1561
ORD-02180,2024-10-30,Technology,Phones,West,First Class,997.89,4,0.22,72.65,CUST-1961
ORD-00743,2024-10-30,Furniture,Bookcases,East,Second Class,869.49,3,0.25,195.6,CUST-1842
ORD-02793,2024-10-31,Office Supplies,Binders,South,Same Day,676.61,9,0.22,-44.26,CUST-1195
ORD-00841,2024-10-31,Office Supplies,Paper,East,Standard Class,874.12,9,0.29,253.63,CUST-1214
ORD-02616,2024-10-31,Furniture,Chairs,West,Second Class,267.06,6,0.18,44.04,CUST-1871
ORD-00753,2024-10-31,Furniture,Bookcases,West,Same Day,302.53,1,0.17,108.94,CUST-1525
ORD-01769,2024-11-01,Furniture,Chairs,West,Standard Class,403.16,1,0.16,-54.65,CUST-1904
ORD-01943,2024-11-01,Furniture,Tables,West,Same Day,503.05,3,0.21,-86.4,CUST-1381
ORD-00642,2024-11-01,Technology,Phones,South,First Class,49.66,8,0.22,4.0,CUST-1435
ORD-00633,2024-11-01,Technology,Machines,South,Second Class,168.16,1,0.02,-1.42,CUST-1214
ORD-00449,2024-11-02,Technology,Phones,West,Same Day,902.59,10,0.01,292.28,CUST-1515
ORD-01003,2024-11-02,Furniture,Furnishings,West,Standard Class,475.48,6,0.13,89.3,CUST-1013
ORD-03156,2024-11-02,Technology,Accessories,East,Standard Class,392.34,5,0.13,87.38,CUST-1254
ORD-03283,2024-11-02,Furniture,Furnishings,South,Standard Class,690.12,2,0.2,155.37,CUST-1784
ORD-00215,2024-11-02,Furniture,Bookcases,South,First Class,683.49,10,0.15,243.49,CUST-1456
ORD-01753,2024-11-02,Technology,Phones,West,Standard Class,847.5,3,0.28,-42.51,CUST-1972
ORD-02384,2024-11-02,Furniture,Chairs,East,Second Class,592.68,7,0.23,143.18,CUST-1756
ORD-02648,2024-11-03,Technology,Copiers,West,Standard Class,952.34,4,0.17,138.02,CUST-1779
ORD-00145,2024-11-03,Office Supplies,Binders,West,Standard Class,317.13,7,0.04,81.31,CUST-1086
ORD-02816,2024-11-04,Furniture,Tables,Central,Same Day,682.83,2,0.14,219.49,CUST-1923
ORD-02080,2024-11-04,Technology,Machines,South,Standard Class,698.97,7,0.16,182.58,CUST-1626
ORD-01198,2024-11-04,Furniture,Bookcases,South,First Class,275.46,4,0.23,71.22,CUST-1558
ORD-01315,2024-11-04,Office Supplies,Paper,Central,Same Day,657.08,4,0.23,80.72,CUST-1363
ORD-00347,2024-11-05,Technology,Phones,East,Standard Class,810.1,7,0.29,98.8,CUST-1566
ORD-02665,2024-11-06,Office Supplies,Binders,East,First Class,143.2,6,0.17,32.59,CUST-1685
ORD-00537,2024-11-06,Office Supplies,Storage,West,First Class,732.59,9,0.29,98.8,CUST-1640
ORD-00293,2024-11-06,Office Supplies,Storage,West,First Class,897.63,3,0.23,118.65,CUST-1393
ORD-02386,2024-11-06,Office Supplies,Art,West,Standard Class,99.64,7,0.08,4.57,CUST-1614
ORD-00616,2024-11-06,Technology,Copiers,South,First Class,520.23,8,0.14,10.35,CUST-1745
ORD-00196,2024-11-06,Office Supplies,Paper,South,Same Day,874.09,1,0.21,79.37,CUST-1574
ORD-01342,2024-11-06,Technology,Phones,Central,Second Class,696.76,9,0.05,-114.51,CUST-1696
ORD-03261,2024-11-07,Furniture,Chairs,South,Second Class,126.5,1,0.25,21.79,CUST-1982
ORD-01421,2024-11-07,Furniture,Furnishings,East,Same Day,166.7,9,0.19,35.09,CUST-1287
ORD-01313,2024-11-07,Technology,Copiers,East,Second Class,651.36,6,0.14,181.99,CUST-1757
ORD-01316,2024-11-08,Furniture,Tables,West,Standard Class,189.77,1,0.16,72.63,CUST-1040
ORD-01209,2024-11-08,Furniture,Tables,Central,Second Class,270.31,2,0.04,30.58,CUST-1660
ORD-00761,2024-11-08,Technology,Machines,South,Same Day,29.43,8,0.18,-3.35,CUST-1583
ORD-01543,2024-11-08,Technology,Accessories,West,First Class,332.22,3,0.23,28.29,CUST-1021
ORD-00431,2024-11-08,Technology,Copiers,Central,Same Day,176.95,6,0.07,-20.21,CUST-1757
ORD-00053,2024-11-08,Technology,Accessories,East,Same Day,413.52,9,0.14,-88.97,CUST-1852
ORD-02075,2024-11-08,Furniture,Tables,Central,Second Class,466.48,10,0.22,-90.73,CUST-1488
ORD-01824,2024-11-09,Technology,Copiers,East,Same Day,150.92,6,0.17,-13.21,CUST-1645
ORD-02890,2024-11-09,Technology,Copiers,South,Same Day,741.5,3,0.24,-4.76,CUST-1043
ORD-01219,2024-11-09,Technology,Accessories,West,First Class,425.38,2,0.02,87.54,CUST-1063
ORD-03175,2024-11-09,Technology,Copiers,West,Same Day,527.23,10,0.04,170.73,CUST-1150
ORD-01728,2024-11-11,Furniture,Bookcases,West,Same Day,994.25,1,0.24,94.99,CUST-1697
ORD-01105,2024-11-12,Office Supplies,Art,East,Same Day,627.43,4,0.03,-182.56,CUST-1618
ORD-02984,2024-11-12,Technology,Copiers,West,Second Class,234.58,3,0.29,9.99,CUST-1003
ORD-01383,2024-11-12,Technology,Copiers,West,Same Day,709.3,3,0.15,211.91,CUST-1455
ORD-02028,2024-11-13,Furniture,Bookcases,East,Second Class,170.37,9,0.18,-10.58,CUST-1400
ORD-02221,2024-11-14,Office Supplies,Binders,Central,First Class,586.02,5,0.25,91.82,CUST-1841
ORD-01229,2024-11-14,Technology,Accessories,South,Standard Class,649.55,5,0.06,158.58,CUST-1515
ORD-00316,2024-11-14,Furniture,Tables,South,Same Day,320.89,2,0.16,127.15,CUST-1212
ORD-00489,2024-11-14,Office Supplies,Binders,East,Second Class,350.45,8,0.16,73.66,CUST-1503
ORD-03200,2024-11-15,Furniture,Furnishings,Central,Second Class,352.7,8,0.2,-54.34,CUST-1342
ORD-01417,2024-11-15,Technology,Machines,West,Second Class,417.18,8,0.07,112.81,CUST-1780
ORD-03056,2024-11-16,Office Supplies,Binders,South,First Class,316.62,8,0.01,-3.47,CUST-1001
ORD-01207,2024-11-16,Furniture,Bookcases,West,Standard Class,632.53,4,0.08,207.52,CUST-1888
ORD-03015,2024-11-16,Office Supplies,Art,East,Second Class,327.53,9,0.24,-67.59,CUST-1497
ORD-01636,2024-11-17,Furniture,Chairs,West,Second Class,829.0,4,0.04,54.66,CUST-1677
ORD-02407,2024-11-17,Furniture,Bookcases,West,First Class,498.39,8,0.02,126.76,CUST-1389
ORD-01299,2024-11-17,Office Supplies,Storage,South,Standard Class,236.44,5,0.14,78.28,CUST-1310
ORD-00845,2024-11-17,Office Supplies,Art,East,Second Class,754.11,5,0.13,-12.29,CUST-1597
ORD-00860,2024-11-17,Furniture,Tables,South,Same Day,745.71,7,0.29,207.84,CUST-1133
ORD-02533,2024-11-18,Office Supplies,Paper,East,Same Day,422.32,2,0.08,126.74,CUST-1378
ORD-02054,2024-11-18,Furniture,Bookcases,East,First Class,329.35,7,0.07,-54.73,CUST-1325
ORD-02259,2024-11-18,Technology,Copiers,East,Standard Class,275.52,9,0.12,34.61,CUST-1033
ORD-00183,2024-11-19,Office Supplies,Storage,South,Same Day,211.98,10,0.04,79.2,CUST-1326
ORD-02509,2024-11-19,Technology,Accessories,South,Same Day,381.87,5,0.24,-17.73,CUST-1046
ORD-01538,2024-11-19,Furniture,Tables,West,First Class,979.37,6,0.01,-113.57,CUST-1724
ORD-01002,2024-11-19,Furniture,Tables,Central,Second Class,88.2,2,0.0,32.18,CUST-1426
ORD-01051,2024-11-20,Technology,Copiers,East,Second Class,610.05,9,0.01,66.07,CUST-1156
ORD-01044,2024-11-21,Office Supplies,Paper,East,First Class,35.38,1,0.19,5.0,CUST-1028
ORD-01539,2024-11-21,Furniture,Chairs,Central,First Class,530.0,5,0.14,-29.84,CUST-1879
ORD-00922,2024-11-22,Furniture,Furnishings,Central,Same Day,681.12,6,0.23,6.74,CUST-1540
ORD-02742,2024-11-23,Furniture,Chairs,East,Second Class,540.06,9,0.05,172.84,CUST-1177
ORD-02265,2024-11-23,Technology,Copiers,South,Same Day,979.1,9,0.0,-119.61,CUST-1576
ORD-00409,2024-11-25,Office Supplies,Art,West,First Class,693.69,5,0.06,86.68,CUST-1367
ORD-01029,2024-11-25,Technology,Machines,Central,Same Day,824.79,9,0.23,112.86,CUST-1079
ORD-02242,2024-11-25,Furniture,Furnishings,East,Second Class,302.68,5,0.13,76.5,CUST-1378
ORD-00896,2024-11-26,Furniture,Chairs,East,Same Day,403.69,10,0.29,-67.56,CUST-1931
ORD-01765,2024-11-26,Office Supplies,Art,West,First Class,575.33,5,0.26,69.01,CUST-1975
ORD-00015,2024-11-26,Technology,Phones,Central,Same Day,29.28,6,0.26,7.92,CUST-1314
ORD-01787,2024-11-27,Office Supplies,Paper,South,Standard Class,69.71,10,0.19,3.08,CUST-1738
ORD-02732,2024-11-27,Technology,Phones,South,Second Class,688.46,2,0.22,153.0,CUST-1500
ORD-02082,2024-11-28,Office Supplies,Art,West,Standard Class,674.45,1,0.23,150.88,CUST-1907
ORD-02218,2024-11-30,Furniture,Tables,East,Same Day,555.25,10,0.19,193.36,CUST-1050
ORD-02440,2024-11-30,Furniture,Tables,Central,Same Day,307.17,3,0.1,75.22,CUST-1764
ORD-02278,2024-11-30,Technology,Machines,West,First Class,813.73,1,0.1,217.73,CUST-1551
ORD-01296,2024-11-30,Furniture,Chairs,South,Standard Class,103.62,8,0.1,23.27,CUST-1842
ORD-01236,2024-12-01,Technology,Accessories,Central,Second Class,951.98,10,0.23,-143.74,CUST-1341
ORD-01485,2024-12-01,Office Supplies,Art,West,Standard Class,737.84,6,0.12,106.6,CUST-1381
ORD-02545,2024-12-02,Office Supplies,Art,Central,Same Day,213.06,4,0.18,11.88,CUST-1766
ORD-02987,2024-12-03,Furniture,Furnishings,Central,Same Day,309.68,2,0.3,102.0,CUST-1936
ORD-03248,2024-12-03,Office Supplies,Storage,Central,First Class,710.33,5,0.28,42.33,CUST-1935
ORD-00628,2024-12-03,Office Supplies,Paper,East,Second Class,108.97,10,0.11,-16.86,CUST-1900
ORD-01490,2024-12-03,Technology,Accessories,Central,Same Day,125.75,6,0.16,1.69,CUST-1672
ORD-00437,2024-12-05,Technology,Accessories,South,Second Class,187.35,10,0.2,71.07,CUST-1753
ORD-01343,2024-12-05,Technology,Accessories,West,Same Day,859.71,5,0.01,404.55,CUST-1410
ORD-03238,2024-12-05,Technology,Machines,East,Standard Class,926.74,6,0.18,173.29,CUST-1376
ORD-03107,2024-12-06,Technology,Copiers,West,Same Day,230.94,3,0.24,-47.13,CUST-1483
ORD-02088,2024-12-07,Technology,Machines,East,Standard Class,965.2,2,0.25,354.18,CUST-1167
ORD-00305,2024-12-07,Office Supplies,Paper,Central,First Class,895.33,2,0.07,89.14,CUST-1045
ORD-02129,2024-12-07,Furniture,Furnishings,South,First Class,376.7,3,0.17,12.56,CUST-1433
ORD-02655,2024-12-07,Office Supplies,Storage,South,Same Day,920.66,2,0.04,272.19,CUST-1299
ORD-03189,2024-12-08,Office Supplies,Paper,South,Standard Class,672.26,3,0.02,-153.7,CUST-1291
ORD-00420,2024-12-08,Technology,Phones,East,Second Class,673.63,4,0.26,19.62,CUST-1106
ORD-02432,2024-12-08,Office Supplies,Storage,South,Second Class,377.54,1,0.25,12.39,CUST-1163
ORD-01385,2024-12-08,Furniture,Furnishings,West,Second Class,997.37,6,0.28,318.04,CUST-1561
ORD-01057,2024-12-08,Furniture,Bookcases,South,Standard Class,607.84,9,0.11,-149.34,CUST-1184
ORD-00807,2024-12-08,Furniture,Chairs,South,Standard Class,601.89,7,0.3,157.55,CUST-1217
ORD-01746,2024-12-09,Furniture,Furnishings,Central,Standard Class,983.32,5,0.16,-23.43,CUST-1602
ORD-02808,2024-12-09,Office Supplies,Storage,East,Standard Class,959.38,3,0.1,418.14,CUST-1698
ORD-03220,2024-12-09,Technology,Machines,East,Second Class,217.51,3,0.28,-20.92,CUST-1442
